name,rate,location,cuisines,cost_for_two
"Cocoa Bakes,Banashankari",3.6,Banashankari,"Bakery, Desserts, Delivery, Desserts",350
"Chumma Delicious,Banashankari",3.7,Banashankari,"South Indian, Fast Food, Delivery, Dine-out",200
"New Prashanth Hotel,Banashankari",3.9,Banashankari,"Biryani, North Indian, Seafood, Andhra, Delivery, Dine-out",650
"SSV Upahar,Jayanagar",3.7,Jayanagar,"South Indian, Chinese, Delivery, Dine-out",300
"Dwaraka Grand,Kumaraswamy Layout",3.9,Kumaraswamy Layout,"South Indian, Chinese, Street Food, Juices, Delivery, Dine-out",500
"Gufha - The President Hotel,Jayanagar",4.1,Jayanagar,"North Indian, Afghani, Mughlai, Delivery, Dine-out, Delivery",1200
"Tanna's Kitchen,Kumaraswamy Layout",3.1,Kumaraswamy Layout,"Italian, Chinese, Street Food, Delivery, Dine-out",250
"Mojo Pizza - 2X Toppings,Banashankari",4.2,Banashankari,"Pizza, Delivery",600
"Iceberg Icecreams,Basavanagudi",4.0,Basavanagudi,"Desserts, Ice Cream, Delivery, Desserts",250
"South Kitchen,Basavanagudi",4.3,Basavanagudi,"South Indian, Delivery, Dine-out",100
"Chung Wah,Jayanagar",3.7,Jayanagar,"Chinese, Thai, Momos, Delivery, Dine-out",850
"Millet Mama,Basavanagudi",3.9,Basavanagudi,"South Indian, Healthy Food, Delivery, Dine-out",200
"Bangarpet Chat Express,Basavanagudi",3.3,Basavanagudi,"Street Food, Fast Food, Delivery, Delivery",100
"South Cool Point,Basavanagudi",3.7,Basavanagudi,"Beverages, Delivery, Desserts",100
"Prems Graama Bhojanam,Jayanagar",4.3,Jayanagar,"South Indian, Delivery, Dine-out, Dine-out",400
"Java City,Jayanagar",2.6,Jayanagar,"Cafe, American, Pizza, Delivery, Cafes, Dine-out",450
"Kamat Bugle Rock,Basavanagudi",3.9,Basavanagudi,"South Indian, Fast Food, Delivery, Dine-out",300
"Puliyogare Point,Basavanagudi",4.2,Basavanagudi,"South Indian, Delivery, Dine-out",100
"Bangalore Agarwal Bhavan,Jayanagar",3.9,Jayanagar,"Street Food, North Indian, South Indian, Delivery, Dine-out",400
"Rustic Stove,Jayanagar",3.8,Jayanagar,"North Indian, South Indian, Biryani, Beverages, Delivery, Dine-out, Dine-out",900
"Udupi Ruchi Grand,Banashankari",4.2,Banashankari,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",200
"De Thaali,Jayanagar",3.9,Jayanagar,"North Indian, Chinese, Rolls, Delivery, Dine-out, Delivery, Dine-out",550
"Just Thindi,Basavanagudi",3.6,Basavanagudi,"South Indian, Delivery",200
"Matru Sagar,Banashankari",3.6,Banashankari,"South Indian, North Indian, Chinese, Delivery, Dine-out",250
"Vasanth Vihar - Since 1965,Banashankari",3.6,Banashankari,"South Indian, Street Food, Delivery, Dine-out",150
"Sea Spice by 7 Star,Banashankari",4.0,Banashankari,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab, Delivery, Dine-out, Dine-out",1200
"Desi Dawat,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"North Indian, Fast Food, Delivery",400
"Cafe Aira,Basavanagudi",4.1,Basavanagudi,"Cafe, Continental, Beverages, Desserts, Delivery, Cafes, Desserts, Dine-out",500
"Donne Biriyani combos,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"Biryani, Delivery, Dine-out",400
"Mast Punjabi,Kumaraswamy Layout",2.6,Kumaraswamy Layout,"North Indian, Chinese, Rolls, Biryani, Kebab, Delivery",400
"The Pizzeria,Banashankari",2.8,Banashankari,"Pizza, Italian, Salad, Delivery, Dine-out",800
"Cafe Zone,Kumaraswamy Layout",3.9,Kumaraswamy Layout,"Fast Food, Chinese, Rolls, Delivery",300
"Ruchis Point,Banashankari",3.8,Banashankari,"Fast Food, Chinese, Delivery",200
"The Royal Corner - Pai Viceroy,Jayanagar",4.2,Jayanagar,"North Indian, Chinese, Delivery, Dine-out",900
"Hara Fine Dine,Banashankari",4.0,Banashankari,"North Indian, Chinese, Delivery, Dine-out",800
"Chocoberry,Jayanagar",3.5,Jayanagar,"Ice Cream, Desserts, Beverages, Delivery, Desserts, Delivery",400
"Dakshin Grand,Banashankari",3.0,Banashankari,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",300
"Sandwichwallas,Jayanagar",3.7,Jayanagar,"Fast Food, Delivery, Delivery, Dine-out",200
"Chai Mane,Basavanagudi",3.6,Basavanagudi,"Juices, Fast Food, Delivery, Dine-out, Delivery",150
"SLV Upachar,Kumaraswamy Layout",3.1,Kumaraswamy Layout,"South Indian, Chinese, Street Food, Delivery",250
"Waffle-A-Go Go,Banashankari",3.9,Banashankari,"Fast Food, Desserts, Ice Cream, Delivery, Desserts",400
"Cross Road Cafe,Jayanagar",3.9,Jayanagar,"Cafe, Fast Food, Chinese, Delivery, Cafes, Dine-out",300
"Anand Donne Biriyani,Jayanagar",3.6,Jayanagar,"Biryani, Delivery, Dine-out, Delivery, Dine-out",200
"Seven Star,Banashankari",3.4,Banashankari,"North Indian, Chinese, Delivery, Dine-out",250
"Stop 'N' Joy,Banashankari",3.8,Banashankari,"Fast Food, Delivery, Dine-out",150
"Sri Yaksha Shiv Sagar,Banashankari",3.6,Banashankari,"North Indian, Chinese, Delivery, Dine-out",600
"Fudge,Basavanagudi",3.8,Basavanagudi,"Desserts, Momos, Delivery, Desserts",200
"Just Bunny,Jayanagar",3.5,Jayanagar,"Fast Food, Delivery, Dine-out",200
"Bakers Town,Kumaraswamy Layout",3.8,Kumaraswamy Layout,"Cafe, Continental, Fast Food, Delivery, Delivery",650
"Shree Mahalakshmi Sweets,Banashankari",3.2,Banashankari,"Mithai, Street Food, Delivery, Desserts",100
"Kaapi Kendra,Jayanagar",3.7,Jayanagar,"South Indian, Delivery, Dine-out",100
"Ivy,Kumaraswamy Layout",3.8,Kumaraswamy Layout,"North Indian, Chinese, Fast Food, Delivery, Dine-out",600
"The Airos,Jayanagar",4.1,Jayanagar,"Cafe, Italian, Pizza, Delivery, Cafes, Dine-out, Dine-out",650
"Chai Kraft,Jayanagar",4.1,Jayanagar,"Beverages, Tea, Delivery",100
"South Point Pub,Basavanagudi",3.4,Basavanagudi,"North Indian, Seafood, Chinese, Delivery, Dine-out",800
"The Trundle,Jayanagar",3.7,Jayanagar,"Chinese, Thai, Continental, North Indian, Delivery, Dine-out",700
"The Krishna Grand Xpress,Jayanagar",4.0,Jayanagar,"South Indian, Fast Food, Delivery, Dine-out",350
"Sri Krishna Darshini,Basavanagudi",3.1,Basavanagudi,"South Indian, North Indian, Chinese, Delivery, Dine-out",200
"Shringar Sweets & Snacks,Basavanagudi",3.5,Basavanagudi,"Mithai, South Indian, Street Food, Fast Food, Delivery, Desserts, Dine-out",200
"Udupi Grand,Basavanagudi",3.8,Basavanagudi,"South Indian, North Indian, Chinese, Delivery, Dine-out",300
"Ganesh Grand,Basavanagudi",3.7,Basavanagudi,"South Indian, North Indian, Desserts, Delivery, Dine-out",300
"Shreyas Upahar & Burger Point,Basavanagudi",3.0,Basavanagudi,"South Indian, Burger, Delivery, Dine-out, Delivery",200
"Little Cafe,Basavanagudi",3.7,Basavanagudi,"Cafe, Beverages, Delivery, Dine-out",600
"Mumbai Badam Milk & Lassi Center,Basavanagudi",3.6,Basavanagudi,"Beverages, Desserts, Delivery, Desserts",100
"Sri Krishna Sagar,Banashankari",3.2,Banashankari,"North Indian, Chinese, Delivery, Dine-out",400
"Mylari Biryani Family Restaurant,Banashankari",3.7,Banashankari,"Biryani, Fast Food, Delivery, Dine-out",400
"1980s Games Cafe,Basavanagudi",3.4,Basavanagudi,"Cafe, Fast Food, Delivery, Cafes, Dine-out",400
"Kadala Tarangaa,Banashankari",3.6,Banashankari,"Mangalorean, Seafood, North Indian, Delivery, Dine-out",600
"Namma Biryani,Banashankari",3.6,Banashankari,"Biryani, Chinese, North Indian, Delivery, Dine-out",250
"Nandhanu's Rasoi,Kumaraswamy Layout",3.0,Kumaraswamy Layout,"Chinese, North Indian, Delivery, Dine-out",400
"J K Fish Land,Jayanagar",3.6,Jayanagar,"Seafood, Mangalorean, Delivery, Dine-out",300
"Curry Leaves,Basavanagudi",4.1,Basavanagudi,"Andhra, North Indian, Chinese, Delivery, Dine-out",800
"Lassi Shop,Banashankari",3.5,Banashankari,"Beverages, Ice Cream, Fast Food, Delivery",300
"Magic Meals,Jayanagar",3.7,Jayanagar,"Fast Food, Desserts, Beverages, Delivery, Desserts, Dine-out",400
"Desi Cream Junction,Jayanagar",3.7,Jayanagar,"Chinese, North Indian, Pizza, Italian, Delivery, Dine-out",650
"Drunken Monkey,Kumaraswamy Layout",3.8,Kumaraswamy Layout,"Beverages, Fast Food, Delivery",400
"Ruchi's Corner,Banashankari",2.7,Banashankari,"Fast Food, Delivery, Dine-out",200
"Tandoori Bytes,Kumaraswamy Layout",3.6,Kumaraswamy Layout,"North Indian, Delivery, Dine-out",700
"Bangalore Donne Biriyani,Kumaraswamy Layout",3.2,Kumaraswamy Layout,"South Indian, Biryani, Delivery, Dine-out",300
"SGS Non Veg - Gundu Pulav,Banashankari",3.8,Banashankari,"Biryani, Fast Food, Delivery, Dine-out",400
"Keventers,Banashankari",3.7,Banashankari,"Desserts, Beverages, Ice Cream, Delivery, Desserts",400
"Sree Sagar,Banashankari",3.7,Banashankari,"South Indian, Delivery, Dine-out",200
"Navi Food Point,Basavanagudi",3.6,Basavanagudi,"Fast Food, Delivery",200
"Shawarma Inc,Banashankari",3.1,Banashankari,"Rolls, Lebanese, Delivery, Delivery",250
"The Cafe Nuts and Bolts,Kumaraswamy Layout",3.0,Kumaraswamy Layout,"Cafe, Fast Food, Chinese, Delivery",500
"AM WOW,Jayanagar",3.4,Jayanagar,"Beverages, Delivery",100
"Lalbagh Grand,Basavanagudi",3.0,Basavanagudi,"South Indian, North Indian, Chinese, Delivery, Dine-out, Delivery",250
"Funjabi Curries,Banashankari",2.9,Banashankari,"North Indian, Delivery, Dine-out",500
"Eat Repeat,Basavanagudi",3.9,Basavanagudi,"South Indian, Delivery, Dine-out",150
"Salut,Jayanagar",4.1,Jayanagar,"Continental, Finger Food, Seafood, Pizza, Delivery, Dine-out, Drinks & nightlife",1200
"Nammura Donne Biriyani,Basavanagudi",3.5,Basavanagudi,"Biryani, Fast Food, Delivery, Dine-out, Delivery, Dine-out",400
"Lassi Stop,Banashankari",3.4,Banashankari,"Beverages, Fast Food, Juices, Delivery, Dine-out",150
"Dakshin Kitchen,Basavanagudi",3.6,Basavanagudi,"South Indian, Delivery, Dine-out",100
"Sri Sai Cafe,Basavanagudi",3.5,Basavanagudi,"South Indian, Delivery",200
"Sri Sai 99 Variety Dosa,Banashankari",3.8,Banashankari,"South Indian, Delivery",300
"Utsav Restaurant,Banashankari",3.8,Banashankari,"North Indian, Chinese, Delivery, Dine-out",300
"Food Geek,Basavanagudi",3.8,Basavanagudi,"Sandwich, Fast Food, Rolls, Delivery, Dine-out",350
"Sri Krishna Aramane,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food, Delivery",200
"Great Indian Rolls,Basavanagudi",3.3,Basavanagudi,"Rolls, Delivery, Dine-out",100
"Chats Point,Basavanagudi",3.4,Basavanagudi,"Fast Food, Street Food, Delivery",150
"Food Point,Kumaraswamy Layout",3.5,Kumaraswamy Layout,"North Indian, Chinese, Delivery",300
"Swarga Ruchi,Basavanagudi",3.3,Basavanagudi,"South Indian, Delivery, Dine-out",200
"Kolkata King,Basavanagudi",3.4,Basavanagudi,"Fast Food, Rolls, Delivery, Dine-out",300
"Sandwich Mama's And Frozen Monster,Jayanagar",3.8,Jayanagar,"Ice Cream, Beverages, Fast Food, Delivery",250
"New Rajadhani Spicy,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"North Indian, Delivery, Dine-out",700
"Big Mishra Pedha,Jayanagar",2.9,Jayanagar,"Mithai, Delivery, Desserts",250
"VEGeatz,Banashankari",3.4,Banashankari,"South Indian, North Indian, Delivery, Dine-out",200
"Foodizo,Banashankari",3.6,Banashankari,"Desserts, Fast Food, Continental, Delivery",300
"Food Springs,Jayanagar",4.0,Jayanagar,"South Indian, Chinese, Delivery, Dine-out",400
"Chung's Chinese Corner,Jayanagar",3.9,Jayanagar,"Chinese, Delivery, Dine-out, Dine-out, Delivery",700
"Eurasia Pasta and Barbeque by Little Italy,Jayanagar",4.1,Jayanagar,"Italian, Fast Food, Salad, BBQ, Delivery, Dine-out, Dine-out",1200
"Goli Vada Pav No. 1,Basavanagudi",3.7,Basavanagudi,"Street Food, Delivery, Dine-out",200
"Ragoo's,Jayanagar",3.9,Jayanagar,"Italian, Pizza, North Indian, Salad, Delivery, Dine-out",800
"Pure & Natural,Jayanagar",3.9,Jayanagar,"Fast Food, Continental, Beverages, Salad, Healthy Food, Delivery, Dine-out, Delivery, Dine-out",500
"Maiyas,Jayanagar",4.0,Jayanagar,"North Indian, South Indian, Fast Food, Juices, Delivery, Desserts, Dine-out",200
"Cafe Mondo,Basavanagudi",3.7,Basavanagudi,"Cafe, Italian, Beverages, Delivery, Cafes, Dine-out",600
"Jalpaan,Jayanagar",4.0,Jayanagar,"North Indian, Continental, Delivery, Dine-out",900
"Kataria's Pakwan,Kumaraswamy Layout",3.2,Kumaraswamy Layout,"North Indian, Delivery, Delivery, Dine-out",400
"Juicy Momos,Banashankari",3.5,Banashankari,"Tibetan, Momos, Delivery, Dine-out",250
"Amande Patisserie,Basavanagudi",4.0,Basavanagudi,"Bakery, French, Desserts, Delivery, Desserts",300
"Anand Sweets and Savouries,Jayanagar",3.9,Jayanagar,"Mithai, Street Food, Delivery, Desserts",400
"Chicken Hunt,Banashankari",3.5,Banashankari,"South Indian, North Indian, Chinese, Biryani, Delivery, Dine-out",350
"Swadesh Tadka,Banashankari",3.5,Banashankari,"North Indian, Chinese, Beverages, Delivery, Dine-out",600
"Cane-O-La,Basavanagudi",3.8,Basavanagudi,"Juices, Delivery",100
"Upahara Darshini,Jayanagar",3.8,Jayanagar,"South Indian, North Indian, Chinese, Delivery, Delivery, Dine-out, Dine-out, Dine-out, Delivery",400
"Karnataka Bhel House,Basavanagudi",4.1,Basavanagudi,"Street Food, Delivery, Dine-out",100
"Sreeraj Lassi Bar,Jayanagar",4.1,Jayanagar,"Beverages, Delivery, Desserts, Delivery",150
"Juice Junction Food Court,Basavanagudi",3.7,Basavanagudi,"Juices, South Indian, Chinese, Fast Food, Delivery, Dine-out, Dine-out",200
"Bunt's Biriyani Palace,Banashankari",3.0,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood, Delivery, Dine-out",400
"Chai Point,Jayanagar",3.2,Jayanagar,"Tea, Beverages, Fast Food, Delivery",250
"Janahaar,Banashankari",3.8,Banashankari,"South Indian, Delivery, Dine-out",100
"Utsav,Banashankari",3.7,Banashankari,"North Indian, Street Food, Delivery, Dine-out",200
"Meat And Eat,Banashankari",3.1,Banashankari,"Fast Food, Burger, Delivery, Dine-out",500
"Snacks Bite,Kumaraswamy Layout",3.0,Kumaraswamy Layout,"Fast Food, Momos, Delivery, Dine-out",400
"The Spice Saga,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood, Delivery",750
"Dakshin Cafe,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"South Indian, Delivery",100
"Mr. Parathewala,Jayanagar",3.7,Jayanagar,"North Indian, Delivery",300
"Kaulige Millet Corner,Basavanagudi",3.3,Basavanagudi,"Healthy Food, South Indian, Delivery, Dine-out",150
"Ifruit Ice Cream,Kumaraswamy Layout",3.3,Kumaraswamy Layout,"Desserts, Ice Cream, Delivery",150
"Havmor,Basavanagudi",3.8,Basavanagudi,"Ice Cream, Desserts, Delivery, Desserts, Delivery",200
"Grand Food,Banashankari",3.4,Banashankari,"South Indian, Bakery, Chinese, Delivery, Dine-out",250
"Dining Hut,Kumaraswamy Layout",3.5,Kumaraswamy Layout,"North Indian, Chinese, South Indian, Delivery",400
"7 Hills Garden Restaurant,Banashankari",3.7,Banashankari,"North Indian, Mughlai, Chinese, Delivery, Dine-out",400
"Desi Swaad,Kumaraswamy Layout",3.5,Kumaraswamy Layout,"North Indian, Delivery",400
"Yummy Momos,Kumaraswamy Layout",3.2,Kumaraswamy Layout,"Momos, Tibetan, Chinese, Delivery, Delivery",200
"Masale Daan,Banashankari",3.1,Banashankari,"North Indian, Delivery",350
"Grow Fit,JP Nagar",3.6,JP Nagar,"Healthy Food, North Indian, Thai, Delivery",500
"Cutcakes,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"Bakery, Delivery",300
"Sandwich Hub,Jayanagar",3.4,Jayanagar,"Fast Food, Sandwich, Delivery, Dine-out",300
"Healthy Bakes 'n' Brew,Jayanagar",3.7,Jayanagar,"Bakery, Delivery, Desserts",150
"Udupi Sri Krishna Cafe,Jayanagar",3.9,Jayanagar,"North Indian, South Indian, Delivery, Buffet, Dine-out, Dine-out",600
"Starlite Bakery & Fastfood,Jayanagar",3.7,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts, Delivery, Dine-out, Dine-out",300
"Aadhya Hotel,Basavanagudi",3.3,Basavanagudi,"South Indian, North Indian, Chinese, Biryani, Delivery, Dine-out, Dine-out",800
"Dodda Mane Baaduta,Banashankari",3.5,Banashankari,"North Indian, South Indian, Chinese, Biryani, Delivery, Dine-out",250
"Swadd Kitchen,Basavanagudi",3.4,Basavanagudi,"North Indian, Fast Food, Delivery, Dine-out",500
"Happy Chopsticks,Basavanagudi",3.6,Basavanagudi,"Chinese, Fast Food, Delivery, Dine-out",300
"Sai Super Sandwich,Banashankari",3.7,Banashankari,"Sandwich, Beverages, Delivery, Desserts, Delivery",200
"Right Pizza,Basavanagudi",3.7,Basavanagudi,"Pizza, Delivery, Dine-out",300
"Udupi Upachar,Banashankari",3.3,Banashankari,"South Indian, North Indian, Delivery, Dine-out, Delivery, Dine-out",500
"Davanagere Benne Dose Hut,Banashankari",3.4,Banashankari,"South Indian, Delivery, Dine-out",100
"The Sip Shop,Basavanagudi",3.7,Basavanagudi,"Pizza, Beverages, Ice Cream, Delivery, Dine-out, Delivery",200
"Subz,Jayanagar",4.2,Jayanagar,"North Indian, South Indian, Delivery, Buffet, Dine-out",1000
"Rajastani Rasoi,Basavanagudi",3.7,Basavanagudi,"North Indian, Delivery, Dine-out, Delivery",100
"Sri Banashankari Upahara,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"North Indian, South Indian, Delivery",150
"Mint and Mustard,Basavanagudi",4.0,Basavanagudi,"North Indian, Chinese, Delivery, Dine-out",750
"Chinese Square,Basavanagudi",3.9,Basavanagudi,"Chinese, Delivery, Dine-out",200
"Hyderabad Express,Banashankari",3.7,Banashankari,"Hyderabadi, Biryani, South Indian, Andhra, Beverages, Delivery, Dine-out, Delivery",300
"Punjabi Raswada,Jayanagar",3.5,Jayanagar,"North Indian, Delivery, Dine-out, Dine-out",800
"Vinny's,Banashankari",4.2,Banashankari,"Pizza, Italian, Continental, Desserts, Delivery, Dine-out",800
"Kapoor's Cafe,Jayanagar",4.2,Jayanagar,"North Indian, Delivery, Dine-out, Delivery",800
"Donne Biryani & Kabab Corner,Kumaraswamy Layout",3.3,Kumaraswamy Layout,"Chinese, Biryani, Delivery, Dine-out",200
"Sukh Sagar,Jayanagar",3.8,Jayanagar,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",450
"S M V Snacks Corner,Basavanagudi",3.7,Basavanagudi,"Fast Food, Delivery",200
"Andhra Ruchulu,Jayanagar",4.1,Jayanagar,"Andhra, Biryani, North Indian, Chinese, Delivery, Dine-out",1000
"The Samosa Co,Jayanagar",3.7,Jayanagar,"Fast Food, Mithai, Delivery",200
"Steaming Mugs,Basavanagudi",3.9,Basavanagudi,"Cafe, Delivery, Cafes, Dine-out, Delivery",700
"Rajathadri Food Fort,Jayanagar",4.0,Jayanagar,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",600
"Brew Meister,Jayanagar",4.1,Jayanagar,"North Indian, Continental, Finger Food, American, Asian, Delivery, Dine-out, Drinks & nightlife",1500
"Rasoi,Banashankari",3.3,Banashankari,"North Indian, Chinese, Delivery, Dine-out",300
"Mr. Singh Da Dhaba,Kumaraswamy Layout",3.6,Kumaraswamy Layout,"North Indian, Chinese, Delivery, Dine-out",300
"Kababs N Biryani,Banashankari",3.4,Banashankari,"South Indian, Delivery, Dine-out",200
"Ayodhya Upachar,Banashankari",4.3,Banashankari,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",200
"Biriyani Mane,Jayanagar",3.8,Jayanagar,"North Indian, Biryani, Delivery, Delivery, Dine-out, Delivery",400
"Cafe Ajfan,Jayanagar",4.2,Jayanagar,"Cafe, Continental, Beverages, Delivery, Cafes, Dine-out",700
"Brundhavana Food Point,Kumaraswamy Layout",4.0,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages, Delivery",300
"SLV Corner Restaurant,Basavanagudi",4.1,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices, Delivery, Dine-out",550
"Biryani Royals Garden,Kumaraswamy Layout",3.7,Kumaraswamy Layout,"North Indian, Biryani, Mughlai, Delivery",500
"Hotel New Karavali,Banashankari",3.8,Banashankari,"Mangalorean, South Indian, North Indian, Delivery, Dine-out",300
"The Krishna Grand,Banashankari",3.9,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices, Delivery, Dine-out",750
"Roti Ghar,Basavanagudi",3.9,Basavanagudi,"North Indian, Chinese, South Indian, Delivery, Dine-out",500
"Multi Snacky Hub,Basavanagudi",3.7,Basavanagudi,"Fast Food, Delivery",200
"Kettle & Kegs,Banashankari",3.2,Banashankari,"Tea, Beverages, Delivery",200
"Baisakhi,Basavanagudi",3.8,Basavanagudi,"North Indian, Delivery, Dine-out",500
"Poonam Sweets,Banashankari",4.4,Banashankari,"Mithai, Desserts",150
"Amma's Pastries,Banashankari",3.8,Banashankari,"Bakery, Desserts",400
"Polar Bear,Banashankari",3.9,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich, Desserts",400
